country,year,currency,avgNetSalary,familyOfFourExclRent,singlePersonExclRent,restaurants,markets,transportation,utilities,rent,clothing,sports,buyApartment
Indonesia,2025,IDR,4736093.43,25407788.4,7155610.4,2230800,8063700,2675000,1082200,4286000,724900,927900,377500
